Date,Price,Demand,Unit_Cost,Competitor_Price,Promotion,Holiday,Inventory
2025-09-22,114.4,904,71.25,112.16,0,0,1079
2025-09-23,87.97,1299,68.87,85.56,0,1,669
2025-09-24,91.62,978,69.74,92.11,0,0,661
2025-09-25,93.55,974,68.34,92.42,0,0,1114
2025-09-26,111.01,873,69.88,109.43,0,0,1224
2025-09-27,93.17,1177,68.73,94.57,0,0,1313
2025-09-28,108.56,992,68.91,107.25,0,0,321
2025-09-29,102.52,988,69.36,100.7,0,0,303
2025-09-30,91.12,1089,68.78,90.92,0,0,554
2025-10-01,90.26,1034,69.03,89.3,0,0,463
2025-10-02,105.01,994,70.23,105.2,0,0,941
2025-10-03,100.26,926,69.59,102.44,0,0,1247
2025-10-04,95.28,1082,69.76,90.15,0,0,1545
2025-10-05,93.74,1279,69.09,94.79,0,0,1702
2025-10-06,100.08,1038,70.68,102.58,0,0,664
2025-10-07,104.51,1005,69.66,104.67,0,0,520
2025-10-08,93.72,1099,69.35,96.96,0,0,438
2025-10-09,120.0,919,70.91,120.56,0,0,971
2025-10-10,115.62,787,69.71,114.13,0,0,1400
2025-10-11,103.45,1015,71.16,105.12,0,0,385
2025-10-12,97.01,1183,68.24,97.28,0,0,90
2025-10-13,104.92,1139,70.82,103.86,1,0,171
2025-10-14,114.38,849,69.8,114.45,0,0,593
2025-10-15,100.55,1014,69.4,99.98,0,0,947
2025-10-16,96.67,977,71.28,96.45,0,0,779
2025-10-17,94.94,1349,68.9,91.62,1,0,890
2025-10-18,105.38,1119,70.88,107.76,0,0,778
2025-10-19,101.16,1174,68.3,104.65,0,0,742
2025-10-20,102.14,924,71.24,99.52,0,0,955
2025-10-21,95.28,1091,71.66,97.34,0,0,1088
2025-10-22,102.1,1159,68.84,100.22,1,0,1269
2025-10-23,107.98,855,71.88,106.31,0,0,414
2025-10-24,101.58,1027,70.76,105.94,0,0,215
2025-10-25,99.47,1319,70.41,102.79,0,1,301
2025-10-26,100.82,1303,68.42,101.14,0,1,350
2025-10-27,88.56,1026,68.66,87.71,0,0,381
2025-10-28,92.83,1105,71.12,95.44,0,0,448
2025-10-29,98.05,1046,70.57,102.16,0,0,786
2025-10-30,110.73,939,70.68,110.14,0,0,693
2025-10-31,100.52,1145,70.07,102.57,0,0,579
2025-11-01,104.22,1012,70.96,100.67,0,0,815
2025-11-02,111.24,1044,68.57,112.18,0,0,935
2025-11-03,92.53,1227,70.76,89.97,1,0,1110
2025-11-04,112.66,909,71.18,113.78,0,0,1009
2025-11-05,99.9,939,68.13,97.31,0,0,1034
2025-11-06,103.08,889,68.57,101.48,0,0,966
2025-11-07,97.56,1017,70.27,100.93,0,0,834
2025-11-08,104.94,1008,68.83,105.4,0,0,848
2025-11-09,102.45,1082,69.2,107.13,0,0,1143
2025-11-10,109.22,909,71.56,108.77,0,0,1051
2025-11-11,100.63,962,71.57,101.55,0,0,1076
2025-11-12,110.31,999,71.36,110.59,0,0,1436
2025-11-13,99.33,993,71.69,100.83,0,0,443
2025-11-14,105.08,884,70.53,104.87,0,0,1021
2025-11-15,92.73,1307,69.37,95.39,0,0,1028
2025-11-16,93.11,1143,69.08,94.25,0,0,1009
2025-11-17,108.0,986,68.43,109.45,0,0,1199
2025-11-18,112.61,950,69.92,109.96,0,0,1493
2025-11-19,108.74,964,68.28,109.67,0,0,529
2025-11-20,107.95,893,71.72,108.31,0,0,1031
2025-11-21,88.26,1112,69.65,88.93,0,0,804
2025-11-22,93.48,1167,71.48,96.53,0,0,1059
2025-11-23,94.76,1180,71.37,95.73,0,0,847
2025-11-24,107.58,829,71.16,105.43,0,0,1049
2025-11-25,88.92,1387,68.55,85.97,1,0,607
2025-11-26,109.6,881,71.0,110.59,0,0,769
2025-11-27,97.6,1000,69.66,96.83,0,0,773
2025-11-28,96.47,1060,69.58,97.59,0,0,675
2025-11-29,91.62,1185,69.77,94.02,0,0,822
2025-11-30,101.35,1158,68.88,103.28,0,0,1067
2025-12-01,97.45,1038,69.97,97.01,0,0,829
2025-12-02,109.57,944,69.79,110.68,0,0,1035
2025-12-03,93.37,1060,68.71,94.69,0,0,1255
2025-12-04,101.85,1136,69.3,100.91,1,0,1123
2025-12-05,99.02,870,70.34,98.25,0,0,1157
2025-12-06,96.82,1662,71.62,96.08,1,1,970
2025-12-07,107.78,1055,68.69,108.24,0,0,922
2025-12-08,106.77,936,68.6,107.76,0,0,1425
2025-12-09,97.3,1162,70.39,97.14,0,1,1177
2025-12-10,92.55,1099,68.07,89.02,0,0,1288
2025-12-11,104.43,978,68.88,107.33,0,0,310
2025-12-12,103.54,965,70.62,104.41,0,0,626
2025-12-13,97.55,1014,70.51,95.79,0,0,877
2025-12-14,95.69,1145,71.69,96.26,0,0,619
2025-12-15,106.0,960,70.7,106.32,0,0,694
2025-12-16,107.71,966,69.89,109.14,0,0,1170
2025-12-17,106.83,1021,69.35,104.52,0,0,1009
2025-12-18,104.3,1012,68.24,105.36,0,0,1329
2025-12-19,101.92,1190,68.4,103.3,0,1,1595
2025-12-20,104.79,976,71.55,104.66,0,0,619
2025-12-21,105.82,1126,69.89,104.81,0,0,304
2025-12-22,108.36,1002,69.43,109.69,0,0,425
2025-12-23,97.13,981,69.03,92.98,0,0,597
2025-12-24,102.77,1028,68.28,101.41,0,0,410
2025-12-25,102.82,928,69.94,101.18,0,0,745
2025-12-26,110.29,861,69.66,105.27,0,0,904
2025-12-27,90.71,1199,71.9,92.52,0,0,758
2025-12-28,97.84,1101,71.23,96.89,0,0,684
2025-12-29,103.56,1295,70.97,103.56,0,1,653
2025-12-30,85.53,1154,70.96,85.11,0,0,705
